FID,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,FROM_X,FROM_Y,NEAR_X,NEAR_Y,FID_,AREA,SUM
359,0,359,117,4.453089362340000,30.215355465300000,-2.251154716170000,30.215326857099999,-2.251126544990000,359,0.000002777555560,18.169611692400000
360,0,360,131,84.705181341799999,29.793445012500001,-2.248088483980000,29.794078733399999,-2.247663734610000,360,0.000004860722230,73.393032550800001
361,0,361,43,20.414518352799998,29.903046473500002,-2.246572158100000,29.903230000400001,-2.246572157190000,361,0.000004860722230,25.666064977600001
362,0,362,118,135.837078351999990,29.222787370799999,-2.245559062070000,29.224000577999998,-2.245699179190000,362,0.000002083166670,10.266610384000000
363,0,363,53,14.466477587100000,29.325386038700000,-2.245081978130000,29.325464118799999,-2.244977351540000,363,0.000001388777780,12.332813739800001
364,0,364,131,185.960143608000010,29.794364514000002,-2.245094781690000,29.792920572700002,-2.245942352000000,364,0.000002777555560,58.853933334399997
365,0,365,117,23.264641365100001,29.690362867499999,-2.248910688010000,29.690159470400001,-2.248959694270000,365,0.000020831666700,213.048051356999990
366,0,366,24,76.805749430800006,30.069224563799999,-2.246494622430000,30.068827950700001,-2.247063203100000,366,0.000017359722250,123.710719346999990
367,0,367,115,107.430875240000010,29.686587497300000,-2.244408194800000,29.687535720900001,-2.244223664750000,367,0.000004166333340,25.217500209800001
368,0,368,112,77.554190285999994,29.613974174900001,-2.243906313140000,29.614001876300001,-2.244607124950000,368,0.000004860722230,45.915396690400001
369,0,369,115,41.968419159900002,29.791991261800000,-2.242611562380000,29.792353877299998,-2.242716404600000,369,0.000015276555580,647.713082313999960
370,0,370,115,3.091586609740000,29.811950107000001,-2.239725189770000,29.811945163699999,-2.239752702930000,370,0.000004860722230,47.156982421899997
371,0,371,121,364.035683794000020,30.808165993799999,-2.237563013250000,30.805101074500001,-2.236408736220000,371,0.000026386777820,189.286288977000000
372,0,372,113,1.672976270490000,29.418418691500001,-2.236626880530000,29.418433370999999,-2.236630173000000,372,0.000004166333340,21.580461502100000
373,0,373,115,11.642869711800000,29.831771491600001,-2.235259506670000,29.831779472000001,-2.235154520210000,373,0.000002083166670,10.401967525500000
374,0,374,69,7.809528326670000,30.418683854200001,-2.233780206910000,30.418613647299999,-2.233780399330000,374,0.000000694388890,5.709483146670000
375,0,375,115,6.422247334500000,29.745181697600000,-2.233619665810000,29.745189815400000,-2.233677168800000,375,0.000001388777780,16.329917907700001
376,0,376,115,0.180480070940000,29.749059364200001,-2.233553983890000,29.749059440900002,-2.233552353530000,376,0.000005555111120,58.984066486400003
377,0,377,24,105.319759934999990,30.065977855500002,-2.233362780430000,30.066912642399998,-2.233211425310000,377,0.000002083166670,8.979678630830000
378,0,378,129,132.574073895999990,30.175948164000001,-2.232501470070000,30.175209364600001,-2.231560670540000,378,0.000002083166670,30.408283233599999
379,0,379,115,84.912474794700003,29.697426479000001,-2.232316060890000,29.698170008000002,-2.232489947000000,379,0.000003471944450,24.600759744600001
380,0,380,129,30.702191491200001,30.170987369700001,-2.230907143710000,30.170882090500001,-2.231163808960000,380,0.000002777555560,16.577728033100001
381,0,381,117,126.299954363000000,30.229814509499999,-2.231017174600000,30.228954602999998,-2.230271296850000,381,0.000002777555560,15.950272798500000
382,0,382,115,18.489567707199999,29.840953238899999,-2.230833862570000,29.841045061999999,-2.230973244340000,382,0.000006249500010,56.654171466800001
383,0,383,129,27.632145741199999,30.168838261099999,-2.230017125430000,30.168746398500002,-2.230249303620000,383,0.000001388777780,7.145327806470000
384,0,384,115,12.863692225899999,29.759926435899999,-2.231246421870000,29.759946136400000,-2.231361054940000,384,0.000013887777800,166.624142170000000
385,0,385,67,19.593725470700001,30.501868769200001,-2.230454852240000,30.502039772900002,-2.230497355470000,385,0.000002083166670,9.404560089109999
386,0,386,129,1.567148351510000,30.165533618700000,-2.229003344190000,30.165538195300002,-2.228989940200000,386,0.000002083166670,15.854487896000000
387,0,387,129,12.174458290100000,30.163068103800001,-2.228301847720000,30.163104188300000,-2.228197903410000,387,0.000002777555560,41.341506481200000
388,0,388,117,40.422051696200000,30.400730239800001,-2.229092955910000,30.400722876200000,-2.228727471830000,388,0.000018054111140,131.865868092000000
389,0,389,115,0.404683658139000,29.657253965399999,-2.226434872820000,29.657254325299998,-2.226438514650000,389,0.000003471944450,58.777649879499997
390,0,390,117,121.951424750000000,30.405781410600000,-2.225988652290000,30.404830727600000,-2.225439369790000,390,0.000001388777780,9.377327919010000
391,0,391,43,24.319033665999999,29.908808438000001,-2.226807724450000,29.909026155100001,-2.226787695010000,391,0.000002777555560,11.767087697999999
392,0,392,69,3.469747607560000,30.417566798799999,-2.225875795030000,30.417593234800002,-2.225859139680000,392,0.000001388777780,10.214324951200000
393,0,393,67,20.458550895199998,30.503066492900000,-2.225504598110000,30.503245276200001,-2.225548019960000,393,0.000000694388890,3.032150268550000
394,0,394,67,62.228525315299997,30.772278289399999,-2.225306980190000,30.772055019800000,-2.225822984760000,394,0.000001388777780,2.854952692990000
395,0,395,115,9.714612635630001,29.783802269300001,-2.234491359940000,29.783827203600001,-2.234407162080000,395,0.000124295611310,4802.664418700000200
396,0,396,115,42.755698449400001,29.662056834700000,-2.228359498690000,29.662248559100000,-2.228024371170000,396,0.000024303611150,1009.104778290000000
397,0,397,115,90.687325953699997,29.649787370500000,-2.223949133920000,29.650279594899999,-2.223295347890000,397,0.000001388777780,20.793069839499999
398,0,398,117,18.963185492800001,30.406188202799999,-2.223351224280000,30.406041097300001,-2.223264557170000,398,0.000001388777780,8.912106990810001
399,0,399,129,159.888811024000010,30.188966634000000,-2.223711742050000,30.188004330999998,-2.224785842950000,399,0.000006249500010,35.834115266799998
400,0,400,117,36.946284889499999,30.393586697200000,-2.229740003610000,30.393651464000001,-2.229412291640000,400,0.000054162333420,709.548069715000000
401,0,401,117,144.358119855000010,30.390012488299998,-2.222071686940000,30.389097569000000,-2.222997567010000,401,0.000001388777780,20.403382301299999
402,0,402,131,8.150629634170000,29.792815323700001,-2.224143703480000,29.792888395399999,-2.224149165430000,402,0.000013887777800,182.544245719999990
403,0,403,117,68.750158111299996,30.406415629600001,-2.221590308540000,30.406903122999999,-2.221972501000000,403,0.000001388777780,9.140607833860001
404,0,404,53,3.589988390380000,29.297306394800000,-2.221371937770000,29.297304875100000,-2.221339507510000,404,0.000001388777780,8.213176727290000
405,0,405,69,149.228370305000000,30.416630906000002,-2.221572517630000,30.417924432100001,-2.221930349710000,405,0.000002777555560,21.796021938300001
406,0,406,115,38.943535547099998,29.648200675100000,-2.222824617890000,29.648488617000002,-2.222624286380000,406,0.000004860722230,60.693183898900003
407,0,407,68,5.712115110040000,30.184586978300000,-2.221297090120000,30.184631902000000,-2.221322114370000,407,0.000009027055570,74.274566650400004
408,0,408,117,30.863072109699999,30.408974407199999,-2.220595093670000,30.409037639699999,-2.220866860580000,408,0.000002083166670,18.683938503299999
409,0,409,129,286.705385822999970,30.157564177499999,-2.228164784940000,30.159215589999999,-2.226174060000000,409,0.000037497000060,214.381888986000010
410,0,410,117,23.204785695399998,30.235487454499999,-2.219869236790000,30.235667718100000,-2.219974850570000,410,0.000000694388890,5.738615036010000
411,0,411,117,115.034990711000010,30.237238922900001,-2.219456792460000,30.236402277900002,-2.218845307510000,411,0.000001388777780,9.765095949170000
412,0,412,117,8.781841836590001,30.418209291499998,-2.218947909170000,30.418163918299999,-2.218882916900000,412,0.000002777555560,22.424956798600000
413,0,413,117,8.060122763110000,30.421689968100001,-2.216662046210000,30.421728944200002,-2.216723494780000,413,0.000004860722230,35.365522861499997
414,0,414,67,152.585251970999990,30.503962456400000,-2.216574026830000,30.505325023499999,-2.216733136760000,414,0.000007638277790,33.586682796500000
415,0,415,117,14.922484562299999,30.413389227000000,-2.218742282400000,30.413382884499999,-2.218607480940000,415,0.000019442888920,166.066204070999990
416,0,416,117,28.120773719500001,30.426062946700000,-2.214449066330000,30.425941053599999,-2.214226269440000,416,0.000005555111120,33.888249874099998
417,0,417,117,5.224356883600000,30.429401993100001,-2.212181413970000,30.429437828800001,-2.212211953400000,417,0.000001388777780,9.419923305510000
418,0,418,69,10.393264751600000,30.410311223099999,-2.212811696770000,30.410219979200001,-2.212831925990000,418,0.000006943888900,48.563256502199998
419,0,419,117,20.715391709900000,30.430795456500000,-2.210303690220000,30.430937550900001,-2.210424783410000,419,0.000002083166670,12.748322963700000
420,0,420,34,3.906459024180000,29.665002755500002,-2.209944304000000,29.664968155299999,-2.209950349460000,420,0.000001388777780,14.886987209300001
421,0,421,67,6.546704365890000,30.506286249300000,-2.211352258390000,30.506343325500001,-2.211366698810000,421,0.000006249500010,37.538547039000001
422,0,422,24,173.507347205000000,30.070349727400000,-2.209847511710000,30.069054289000000,-2.208973523550000,422,0.000006943888900,36.554352998699997
423,0,423,129,62.701796451400000,30.146969608100001,-2.208342492610000,30.147368009400001,-2.207941351040000,423,0.000001388777780,13.163899898500000
424,0,424,117,23.883609473400000,30.437739107999999,-2.207198232880000,30.437736327200000,-2.206982258140000,424,0.000003471944450,15.530228138000000
425,0,425,67,60.915650593499997,30.507804367300000,-2.206042544660000,30.507259199100002,-2.205990497000000,425,0.000001388777780,9.016553878780000
426,0,426,117,920.812463219000050,30.376830469800002,-2.218763065890000,30.384727410200000,-2.216265712520000,426,0.000090964944590,1065.931253430000000
427,0,427,24,82.631302739299997,30.070592842100002,-2.205184105690000,30.069850005999999,-2.205184105880000,427,0.000002083166670,13.720863819100000
428,0,428,117,137.535557449000010,30.434360404400000,-2.206331619800000,30.434916007999998,-2.207442775000000,428,0.000009027055570,62.341474533099998
429,0,429,121,219.159822104000000,30.829679880699999,-2.205361695580000,30.831549319000001,-2.205987408730000,429,0.000006249500010,26.840944528600001
430,0,430,129,259.449647875999970,30.139303544699999,-2.204743846380000,30.140549385300002,-2.202760264100000,430,0.000029164333380,192.195373297000000
431,0,431,121,26.153201767799999,30.832139014500001,-2.203500796780000,30.832361261500001,-2.203577959070000,431,0.000004166333340,25.746387004900001
432,0,432,117,112.451877568000000,30.244417276299998,-2.207576414540000,30.244467459900001,-2.208592126020000,432,0.000078465944570,905.142288566000050
433,0,433,118,5.038077602900000,29.257864002200002,-2.201286274850000,29.257834914800000,-2.201251351020000,433,0.000002777555560,17.794165134400000
434,0,434,67,7.287679926590000,30.507807358899999,-2.201179935220000,30.507872062099999,-2.201190273870000,434,0.000002083166670,17.357802867899998
435,0,435,69,192.387562771000010,30.419647402500001,-2.200466638740000,30.418204056099999,-2.199508060490000,435,0.000004860722230,21.578495740899999
436,0,436,117,62.170388040399999,30.380974651900001,-2.199820756120000,30.380459999999999,-2.200040000000000,436,0.000004166333340,47.946538925200002
437,0,437,117,22.959545880299999,30.302591586700000,-2.198465799630000,30.302609361500000,-2.198672664310000,437,0.000004166333340,33.911074638400002
438,0,438,117,11.083731807500000,30.289176161499999,-2.197907130930000,30.289162778000001,-2.197807802840000,438,0.000002777555560,24.282461166400001
439,0,439,129,52.026898170700001,30.131460959700000,-2.198232320520000,30.131313306100001,-2.198678767270000,439,0.000004166333340,33.252907276199998
440,0,440,117,21.231073761200001,30.285798926900000,-2.198082156790000,30.285817808099999,-2.198273219470000,440,0.000005555111120,51.565343856799998
441,0,441,117,33.213699546800001,30.298062919400000,-2.197243923210000,30.297952598700000,-2.197523038480000,441,0.000001388777780,13.703461170200001
442,0,442,129,24.527491219700000,30.123100199300001,-2.196158842220000,30.123158943600000,-2.195945043430000,442,0.000015276555580,113.685078382000000
443,0,443,129,100.089533362000000,30.114085152900000,-2.194340633370000,30.114315610999999,-2.193465661390000,443,0.000009027055570,37.455724716200002
444,0,444,117,11.024940779200000,30.452716228800000,-2.193303852550000,30.452681129599998,-2.193397095600000,444,0.000001388777780,11.238046169300000
445,0,445,68,42.728668641100001,30.010931875800001,-2.193707660980000,30.011124201400001,-2.194042154920000,445,0.000004166333340,25.480432272000002
446,0,446,118,74.024682212000002,29.273122889300002,-2.193447362430000,29.272834407900000,-2.192844090380000,446,0.000004860722230,58.628142356900000
447,0,447,67,19.028032959299999,30.508987404100001,-2.194028299100000,30.509151078900000,-2.194078304190000,447,0.000006249500010,31.895881414400002
448,0,448,112,39.122075108099999,29.682700049299999,-2.192566147460000,29.682698113000001,-2.192919945000000,448,0.000002777555560,11.258727788900000
449,0,449,117,13.124155898600000,30.318420739099999,-2.191160641880000,30.318406765100001,-2.191042788210000,449,0.000006943888900,33.759227514300001
450,0,450,67,19.473230033099998,30.807188308299999,-2.191155651740000,30.807353971400001,-2.191212569090000,450,0.000004166333340,15.137233495700000
451,0,451,67,122.347656403000000,30.509740974500001,-2.190496296550000,30.510612031899999,-2.191171860800000,451,0.000001388777780,5.682830810550000
452,0,452,117,5.759323557650000,30.327221418899999,-2.189931712510000,30.327213286599999,-2.189880274220000,452,0.000004860722230,25.852515697499999
453,0,453,68,264.051784269999980,30.201429914999999,-2.192363676660000,30.199266807000001,-2.191380261000000,453,0.000052079166750,615.478079795999970
454,0,454,121,10.810084694600000,30.835820016100001,-2.191489362470000,30.835915643300002,-2.191506765000000,454,0.000011110222240,65.771095037500004
455,0,455,117,28.159224689599998,30.372792280300001,-2.189344429190000,30.373036081799999,-2.189275890390000,455,0.000001388777780,16.523682117500002
456,0,456,129,91.141209784200001,30.108520235099999,-2.189990519080000,30.109156714600001,-2.189471485400000,456,0.000004166333340,16.121923565900001
457,0,457,115,71.378742132799999,29.903055888299999,-2.190569030390000,29.903696890599999,-2.190598514240000,457,0.000020831666700,231.972469330000000
458,0,458,117,26.279459795400001,30.526241184000000,-2.188257068210000,30.526170429200000,-2.188483818710000,458,0.000001388777780,9.997042655940000
459,0,459,29,11.644379162000000,29.296913416700001,-2.188554631360000,29.296890757100002,-2.188451821530000,459,0.000003471944450,9.138362646099999
460,0,460,69,43.482158991299997,30.417884818200001,-2.188231888450000,30.417517514499998,-2.188097359580000,460,0.000004166333340,25.464029550599999
461,0,461,117,3.099750843250000,30.521547070200000,-2.187183412700000,30.521554064699998,-2.187156277380000,461,0.000004860722230,31.474187374100001
462,0,462,115,116.382740703000000,29.564226198299998,-2.186976636520000,29.564640008000001,-2.186009947000000,462,0.000002083166670,12.799333095600000
463,0,463,117,7.004081879600000,30.519121564399999,-2.186435255550000,30.519098738800000,-2.186494288710000,463,0.000002083166670,13.778158426299999
464,0,464,68,97.446405131600002,30.207799254400001,-2.186857714710000,30.207452673799999,-2.186048356460000,464,0.000003471944450,18.945143222799999
465,0,465,117,14.465903491100001,30.364706979400001,-2.185857215260000,30.364745926700000,-2.185732397000000,465,0.000024998000040,264.182125091999980
466,0,466,117,30.805610171900000,30.514952029400000,-2.183912426100000,30.515209713699999,-2.183810379360000,466,0.000000694388890,6.814706325530000
467,0,467,29,31.521803257799998,29.293682676900001,-2.184368766760000,29.293401826200000,-2.184330840620000,467,0.000004860722230,33.053995132399997
468,0,468,117,33.994402654500000,30.351843978900000,-2.185737155890000,30.351872801300001,-2.185431095770000,468,0.000018054111140,189.977338314000010
469,0,469,129,163.528009142000000,30.105468050700001,-2.182064596590000,30.104017029900000,-2.182301814870000,469,0.000008332666680,40.272998690599998
470,0,470,68,22.988180605299998,30.025719729999999,-2.180925369860000,30.025733922899999,-2.180717965680000,470,0.000002777555560,10.061717271799999
471,0,471,29,120.189446466000010,29.292666862299999,-2.180473388840000,29.291601548900001,-2.180654735510000,471,0.000004166333340,37.099453926099997
472,0,472,24,160.111891684999990,30.100070822399999,-2.180527183760000,30.098897271900000,-2.179688821030000,472,0.000016665333360,83.384458541900003
473,0,473,67,45.887523191000000,30.813101911899999,-2.178669109470000,30.812917630899999,-2.179040385120000,473,0.000002083166670,11.187154769899999
474,0,474,67,10.481792896500000,30.594917805700000,-2.177293871630000,30.594827578400000,-2.177266546520000,474,0.000003471944450,21.167402505900000
475,0,475,113,127.642105427000000,29.446652722800000,-2.178412308680000,29.445718682999999,-2.179082805000000,475,0.000006249500010,38.500276088699998
476,0,476,117,66.321632042399997,30.515185891600002,-2.179494336690000,30.515767735299999,-2.179625191290000,476,0.000016665333360,88.286034822500000
477,0,477,117,42.244584427500001,30.465431164300000,-2.176505256510000,30.465759323899999,-2.176697532710000,477,0.000002777555560,23.183580875400001
478,0,478,113,64.758537442999994,29.435477375400001,-2.173643459500000,29.435756635699999,-2.173129594010000,478,0.000000694388890,4.393288612370000
479,0,479,131,398.150818693000020,29.774939214600000,-2.174202430310000,29.771362966000002,-2.174348856000000,479,0.000011110222240,131.850327015000000
480,0,480,117,34.196875917600003,30.519924380900001,-2.172543561210000,30.519628480700000,-2.172459710920000,480,0.000002777555560,9.676891565320000
481,0,481,117,167.297089008000000,30.468139231900000,-2.172003014150000,30.468987783399999,-2.173252149470000,481,0.000001388777780,9.557088375090000
482,0,482,121,14.275191691600000,30.839666419000000,-2.171999928710000,30.839790084400001,-2.172034411490000,482,0.000002083166670,9.159709453580000
483,0,483,117,35.329976720499999,30.470921974900001,-2.172292087920000,30.471131397899999,-2.172532295150000,483,0.000005555111120,26.792277812999998
484,0,484,69,0.096383778525400,30.429947504600001,-2.170549266290000,30.429946775400001,-2.170548795510000,484,0.000002777555560,19.658627510100001
485,0,485,113,8.765106074460000,29.430455482199999,-2.169347308190000,29.430462573500002,-2.169268362060000,485,0.000001388777780,10.632182598100000
486,0,486,117,141.358748963000010,30.537060451199999,-2.181531918120000,30.536046034000002,-2.180761954310000,486,0.000061106222320,781.662673473000040
487,0,487,131,11.679020008000000,29.761677574800000,-2.168620401060000,29.761603541300001,-2.168695291360000,487,0.000002777555560,22.010983467100001
488,0,488,34,6.785650989720000,29.660987137500001,-2.167801372900000,29.660930147999998,-2.167823256420000,488,0.000002777555560,19.891323804900001
489,0,489,117,6.446884606620000,30.521418209400000,-2.166685294470000,30.521361650999999,-2.166672574480000,489,0.000004166333340,20.578785896300001
490,0,490,68,61.740258027700001,30.068371541899999,-2.166782932140000,30.067876684800002,-2.166530106070000,490,0.000013193388910,114.243431806999990
491,0,491,115,132.325738699000000,29.919930016700000,-2.163099707220000,29.919149364300001,-2.162196760020000,491,0.000002083166670,17.427086353300002
492,0,492,67,40.014023287599997,30.760042070000001,-2.162771557060000,30.759938012100001,-2.163117954020000,492,0.000002777555560,12.185864687000000
493,0,493,117,2.084631308800000,30.475353306999999,-2.165766865150000,30.475369704199998,-2.165775992450000,493,0.000018054111140,167.369386435000000
494,0,494,67,18.844083989300000,30.753217952499998,-2.161666853760000,30.753233680699999,-2.161497172180000,494,0.000002777555560,9.185823321339999
495,0,495,69,17.725180348999999,30.430779634400000,-2.166350387130000,30.430937523099999,-2.166371981870000,495,0.000015276555580,70.676958799399998
496,0,496,117,8.895031245189999,30.501264590500000,-2.160782448840000,30.501271786600000,-2.160862565230000,496,0.000005555111120,40.496520280799999
497,0,497,117,7.004837552060000,30.521710968499999,-2.161622420670000,30.521771179500000,-2.161603874280000,497,0.000004166333340,20.613405466100001
498,0,498,131,59.701735865200000,29.750460909200001,-2.159629265500000,29.750799442300000,-2.159210311550000,498,0.000000694388890,4.940695285800000
499,0,499,68,332.486016560000000,30.224166459999999,-2.160887316700000,30.224914673299999,-2.163798437720000,499,0.000036802611170,964.110322474999980
500,0,500,117,3.962339250830000,30.481663694000002,-2.159595832680000,30.481663694000002,-2.159559999000000,500,0.000002083166670,16.316636562300001
501,0,501,117,143.821768886000000,30.504181635799998,-2.159657483250000,30.504120511499998,-2.160956690470000,501,0.000001388777780,13.794525623300000
502,0,502,113,36.529546901200000,29.388084268800000,-2.158792560350000,29.387765804800001,-2.158873138720000,502,0.000001388777780,10.268014430999999
503,0,503,121,16.395221228099999,30.847013985800000,-2.159503464200000,30.847152686000001,-2.159553608900000,503,0.000004166333340,15.459961175900000
504,0,504,68,9.674885941940000,30.221007965799998,-2.158223582860000,30.221038626999999,-2.158305460870000,504,0.000002777555560,24.409939765899999
505,0,505,117,51.338217847199999,30.486965284000000,-2.158353659620000,30.486947654700000,-2.158817601320000,505,0.000002083166670,16.533352851899998
506,0,506,68,100.069964715000000,30.228965723000002,-2.157642023730000,30.229803591600000,-2.157312616130000,506,0.000002083166670,22.671109199499998
507,0,507,117,14.392764776800000,30.492100227300000,-2.158053434200000,30.492120549399999,-2.157924887890000,507,0.000009027055570,97.724381446799995
508,0,508,67,0.613130589814000,30.608204466400000,-2.156819079960000,30.608202785000000,-2.156824360570000,508,0.000002777555560,36.047918319700003
509,0,509,118,64.192598685500002,29.294537822500001,-2.156121904830000,29.294483438000000,-2.156699850960000,509,0.000002083166670,18.905459880799999
510,0,510,136,103.255150258000000,30.542889341999999,-2.161593266490000,30.543718561100000,-2.162012877750000,510,0.000033330666720,1148.258442399999900
511,0,511,69,27.207639261699999,30.431739329700001,-2.155262304590000,30.431774553699999,-2.155018815560000,511,0.000022914833370,124.074818969000010
512,0,512,117,328.346062451000020,30.519623893399999,-2.155369268840000,30.519751037999999,-2.158335932000000,512,0.000008332666680,55.422705888700001
513,0,513,44,5.298918422920000,29.741201529700000,-2.153997329370000,29.741211253600000,-2.153950417360000,513,0.000015276555580,259.753396988000020
514,0,514,44,72.415885332499997,29.734447496900000,-2.152001873150000,29.734669163400000,-2.152617634330000,514,0.000004860722230,47.866536617300000
515,0,515,68,60.596435995000000,30.226549272900002,-2.155470906900000,30.226759092799998,-2.155976630940000,515,0.000018748500030,127.358674288000000
516,0,516,69,242.065390802000000,30.434158002299998,-2.149511230820000,30.436313610999999,-2.149810451390000,516,0.000005555111120,39.134876012800000
517,0,517,115,11.873724541500000,29.930902839300000,-2.148727542820000,29.930837138000001,-2.148642915200000,517,0.000002083166670,7.555636882780000
518,0,518,129,63.395614022399997,30.095650307000000,-2.148091972990000,30.095185870200002,-2.148424224660000,518,0.000001388777780,39.078869819600001
519,0,519,124,28.715336742100000,30.566785456000002,-2.147741048170000,30.567033200000001,-2.147813985000000,519,0.000002777555560,6.114364862440000
520,0,520,69,318.432253840999980,30.452659500399999,-2.150090898310000,30.449931635999999,-2.149218025000000,520,0.000034719444500,299.806756973000010
521,0,521,136,124.509584582000000,30.549001787200002,-2.149011769560000,30.547963435400000,-2.148591411620000,521,0.000013887777800,419.573088645999970
522,0,522,69,196.746251233000010,30.435756966200000,-2.146331815520000,30.437185766300001,-2.147380495010000,522,0.000004166333340,27.483625411999999
523,0,523,124,11.182018816999999,30.576527938700000,-2.145666257690000,30.576434917099999,-2.145704582160000,523,0.000003471944450,114.030054092000000
524,0,524,29,23.072328435399999,29.267680103499998,-2.145415186030000,29.267729449400001,-2.145212521410000,524,0.000002777555560,29.134719848600000
525,0,525,124,9.216138177370000,30.565178379199999,-2.146435376050000,30.565260238499999,-2.146448212260000,525,0.000006249500010,12.228063225700000
526,0,526,124,10.113484453600000,30.574500696299999,-2.144141358690000,30.574453604500000,-2.144219594570000,526,0.000002083166670,63.694660186800000
527,0,527,115,44.572307418900003,29.519605715400001,-2.145496642230000,29.519585828099999,-2.145899238080000,527,0.000017359722250,280.190645695000000
528,0,528,124,103.626593107999990,30.571004239899999,-2.142189248330000,30.571060103000001,-2.143124715830000,528,0.000000694388890,1.503445386890000
529,0,529,124,116.949024171000000,30.566145913900002,-2.141140344760000,30.565402174999999,-2.141887847000000,529,0.000002777555560,5.693642377850000
530,0,530,68,13.003424695000000,30.204137326200001,-2.140016243770000,30.204253668100002,-2.140027646530000,530,0.000002777555560,26.679719924899999
531,0,531,67,14.022331013000001,30.673420126400000,-2.139038323230000,30.673379505100002,-2.139158369970000,531,0.000003471944450,19.548160076100000
532,0,532,69,33.113357147199999,30.450420206499999,-2.140124599170000,30.450127652399999,-2.140179873020000,532,0.000009027055570,59.960927963300001
533,0,533,68,20.416647628200000,30.093545147899999,-2.136160906720000,30.093672588099999,-2.136293775890000,533,0.000003471944450,44.162863731400002
534,0,534,118,88.564371885800000,29.313830065400001,-2.136984405020000,29.314570000000000,-2.137279999000000,534,0.000014582166690,186.579783440000000
535,0,535,121,19.090287914600001,30.850618515099999,-2.135695756860000,30.850789004300001,-2.135715451140000,535,0.000003471944450,14.415551185600000
536,0,536,68,12.187734836100001,30.088561021299999,-2.143500398190000,30.088666940600000,-2.143528577650000,536,0.000183318666960,4086.583193299999900
537,0,537,68,15.108117426200000,30.204905083600000,-2.134137819670000,30.204778375600000,-2.134088637180000,537,0.000002777555560,24.241050243400000
538,0,538,68,146.190398738999990,30.094601068199999,-2.133573427040000,30.095553544099999,-2.134484314300000,538,0.000000694388890,1.996036529540000
539,0,539,136,47.911907382800003,30.553594026700001,-2.140563638840000,30.553416688700000,-2.140168777860000,539,0.000053467944530,843.757833600000030
540,0,540,69,20.718097026199999,30.448032619500001,-2.133362929380000,30.448214561099999,-2.133322897620000,540,0.000006943888900,28.044931173300000
541,0,541,48,120.538256008999990,30.132121619599999,-2.132266725310000,30.131198029600000,-2.131696666650000,541,0.000002083166670,6.619926929470000
542,0,542,121,76.380111842100007,30.850611027599999,-2.132593887540000,30.851250784699999,-2.132844669410000,542,0.000006249500010,25.293169021600001
543,0,543,41,12.522476924299999,29.846855064700001,-2.131328910150000,29.846961484500000,-2.131291993720000,543,0.000002083166670,11.074137926100001
544,0,544,124,6.198155808210000,30.552903558400001,-2.131374668520000,30.552876410000000,-2.131423617820000,544,0.000006249500010,86.978567600299996
545,0,545,129,110.561782873000000,30.069519820099998,-2.129768333940000,30.070262234000001,-2.129103582000000,545,0.000000694388890,5.063169002530000
546,0,546,68,30.644880751599999,30.207080483700000,-2.128290406110000,30.206805248199998,-2.128301995420000,546,0.000001388777780,14.065744876900000
547,0,547,124,32.560762830999998,30.549315056499999,-2.128553429280000,30.549215631999999,-2.128830386000000,547,0.000004166333340,79.072654724100005
548,0,548,34,68.214204256200006,29.657700931800001,-2.127491086530000,29.658026271000001,-2.128013999760000,548,0.000005555111120,42.285334587100003
549,0,549,129,128.318850180000000,30.072254872300000,-2.129655142350000,30.071335777000002,-2.130356360000000,549,0.000019442888920,144.679154872999990
550,0,550,69,23.717642092799998,30.447538577400000,-2.125679590900000,30.447325605500001,-2.125669564750000,550,0.000007638277790,47.097793579099999
551,0,551,68,1.718002773390000,30.205569220099999,-2.124574157290000,30.205553984700000,-2.124576700460000,551,0.000003471944450,36.705301284800001
552,0,552,41,68.229544391000005,29.866242995400000,-2.123178468060000,29.866717057700001,-2.123569976810000,552,0.000004166333340,54.991798400900002
553,0,553,41,5.796282674230000,29.873978139700000,-2.121103884600000,29.873958784599999,-2.121152552860000,553,0.000002083166670,18.500625610400000
554,0,554,41,0.160153813294000,29.829927613900001,-2.117487755490000,29.829927799299998,-2.117489191800000,554,0.000002777555560,10.486292779399999
555,0,555,121,42.218616649200001,30.734095101699999,-2.116928003990000,30.734204161699999,-2.116562301440000,555,0.000013193388910,78.302191734299996
556,0,556,23,58.567887547100000,30.050614782099998,-2.113736464470000,30.050585752200000,-2.113207607410000,556,0.000006249500010,18.502353548999999
557,0,557,69,138.784490385999990,30.448207397899999,-2.113163669550000,30.446964748399999,-2.113052363520000,557,0.000001388777780,19.604065895100000
558,0,558,23,29.279411175300002,30.053937899200001,-2.113188442220000,30.053891495100000,-2.112927799700000,558,0.000001388777780,4.912587881090000
559,0,559,14,12.155487628900000,29.583266930299999,-2.113824071840000,29.583165648000001,-2.113865325940000,559,0.000006943888900,47.024876833000000
560,0,560,124,48.654949203500003,30.548258313800002,-2.120552268620000,30.548652197999999,-2.120743548310000,560,0.000045829666740,597.759232043999990
561,0,561,121,45.940029317799997,30.844035071299999,-2.111432024810000,30.844379946000000,-2.111203491820000,561,0.000004860722230,13.324596285800000
562,0,562,41,20.575843161400002,29.979537838300001,-2.112682430310000,29.979510195100001,-2.112498441120000,562,0.000007638277790,86.625732421899997
