FID,OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,FROM_X,FROM_Y,NEAR_X,NEAR_Y,FID_,AREA,SUM
176,0,176,38,140.530164535000010,29.569661471300002,-2.467607085850000,29.570471714400000,-2.466631876250000,176,0.000002083166670,43.994734764100002
177,0,177,46,21.839774750600000,28.920434242700001,-2.466753705640000,28.920312484800000,-2.466598746450000,177,0.000001388777780,15.788627147700000
178,0,178,21,12.997511715500000,29.926044101100000,-2.466890974880000,29.925927368600000,-2.466885351630000,178,0.000002083166670,25.111095428500001
179,0,179,137,88.859585260700001,29.577863230199998,-2.467013355320000,29.577668592900000,-2.467792749650000,179,0.000026386777820,499.816862105999970
180,0,180,46,52.391398582199997,28.914896157899999,-2.482165998510000,28.915355618300001,-2.482270578430000,180,0.000145127278010,6276.748970030000200
181,0,181,113,222.319751114000010,29.584611439100001,-2.468926651860000,29.584575313999999,-2.470936878000000,181,0.000075688389010,1940.597138399999900
182,0,182,132,12.659651128500000,28.996466127900000,-2.462429433190000,28.996469177200002,-2.462543880000000,182,0.000003471944450,18.772950410800000
183,0,183,131,1.982131547690000,29.757907346300001,-2.459500375800000,29.757915907800001,-2.459516097460000,183,0.000002777555560,29.582704067200002
184,0,184,131,195.079233944000010,29.755559942300000,-2.458785813560000,29.755990789799998,-2.460495968010000,184,0.000004166333340,36.209862708999999
185,0,185,113,15.239315317399999,29.595689299899998,-2.458399083320000,29.595564468799999,-2.458342254870000,185,0.000004860722230,27.094054222099999
186,0,186,116,177.076017616999990,29.897113159800000,-2.456790024680000,29.895669253000001,-2.456115246000000,186,0.000003471944450,17.795332670200001
187,0,187,5,90.190708716200007,28.983783793200001,-2.455268107840000,28.984570793700001,-2.455464813770000,187,0.000000694388890,2.886181592940000
188,0,188,105,117.666477572999990,29.677393842800001,-2.454163408070000,29.676382247100001,-2.453851778910000,188,0.000003471944450,26.985827445999998
189,0,189,99,21.105237930400001,28.906790447500001,-2.457640450630000,28.906637230499999,-2.457527840000000,189,0.000045135277850,411.981063603999980
190,0,190,132,211.945411656000000,29.046023852600001,-2.448653503430000,29.044963323499999,-2.447061006930000,190,0.000002777555560,11.416882514999999
191,0,191,132,12.249767490800000,29.041860462300001,-2.448028287940000,29.041853057000001,-2.448138818390000,191,0.000007638277790,41.999417305000001
192,0,192,39,2.113470202800000,29.705399034399999,-2.446075496890000,29.705381386799999,-2.446068408320000,192,0.000002083166670,5.825202941890000
193,0,193,5,63.636592436100003,28.986424108300000,-2.446162236060000,28.985939964899998,-2.445855522640000,193,0.000021526055590,143.467381477000000
194,0,194,113,83.520673738900001,29.602570962900000,-2.441204487050000,29.601820007000001,-2.441204483960000,194,0.000004860722230,44.109354496000002
195,0,195,132,14.096784656200001,29.022868356899998,-2.440209182070000,29.022984017100001,-2.440261326790000,195,0.000002083166670,13.893101692200000
196,0,196,38,102.045287340000000,29.556704822499999,-2.440069294020000,29.557576312999998,-2.440357908000000,196,0.000004166333340,40.456898212399999
197,0,197,46,16.394835446399998,28.925359452199999,-2.438572114550000,28.925506249700000,-2.438558613880000,197,0.000001388777780,18.060151100199999
198,0,198,137,9.342440422250000,29.090502597600000,-2.436821325760000,29.090418597599999,-2.436821268210000,198,0.000007638277790,37.859565496400002
199,0,199,39,56.981200569499997,29.676676964999999,-2.435665939840000,29.676577048300000,-2.436171356330000,199,0.000008332666680,78.948076725000007
200,0,200,116,0.472030279340000,29.893578663600000,-2.434742176110000,29.893575270400000,-2.434744740260000,200,0.000006943888900,63.238166809100001
